Symbol,Name,Last,20D MA Str,50D MA Str,20D MA Dir,Analyst Rating,Surprise% 2-Qtrs Ago,Surprise% 3-Qtrs Ago,Surprise% 4-Qtrs Ago,3Y Return,5Y Return,5Y Earn%,5Y Rev%
AIZ,Assurant Inc,103.02,Weak,Soft,Strengthening,4.75,unch,9.86%,3.76%,11.73%,76.09%,42.50%,-2.84%
AON,AON Plc,185.69,Soft,Weak,Weakest,4,1.40%,-0.53%,unch,61.12%,95.02%,60.60%,-8.57%
EMN,Eastman Chemical Company,53.61,Weak,Weak,Weakening,4.71,-2.51%,-4.78%,-7.33%,-30.53%,-26.99%,0.85%,-2.67%
MOS,Mosaic Company,11.14,Weak,Soft,Weakening,4,-70.37%,-60.00%,19.05%,-57.07%,-74.55%,-92.86%,-1.65%
CCL,Carnival Corp,12.22,Weak,Soft,Weakening,3,21.57%,3.95%,8.20%,-78.70%,-72.92%,124.49%,31.11%
BSX,Boston Scientific Corp,37.25,Average,Weak,Strengthening,4.82,2.63%,2.63%,-2.78%,54.02%,108.78%,88.10%,45.46%
CE,Celanese Corp,76.02,Weak,Soft,Weakening,4.13,1.20%,0.85%,5.22%,-11.58%,18.69%,68.08%,-7.42%
SYK,Stryker Corp,184.72,Average,Weak,Strengthening,4.14,unch,2.59%,2.17%,42.55%,95.57%,74.63%,53.84%
A,Agilent Technologies,77.37,Soft,Weak,Weakest,4.08,3.49%,5.56%,-1.39%,49.33%,87.22%,2.30%,-26.04%
FTV,Fortive Corp,58.7,Weak,Weak,Weakening,3.89,unch,1.12%,1.47%,0.58%,0.00%,0.00%,15.51%
CCI,Crown Castle International Corp,162.42,Average,Soft,Weakest,4,10.71%,8.03%,5.84%,74.87%,94.29%,73.08%,56.18%
ARE,Alexandria Real Estate Equities,150.99,Soft,Weak,Weakest,4.5,unch,0.58%,1.79%,34.55%,64.77%,215.15%,110.67%
VLO,Valero Energy Corp,50.31,Weak,Weak,Strengthening,4.92,9.63%,10.22%,70.00%,-20.65%,-13.81%,-14.67%,-17.21%
CI,Cigna Corp,188.7,Soft,Weak,Weakest,4.75,3.89%,15.28%,4.28%,25.18%,48.58%,129.48%,339.84%
UA,Under Armour Inc Cl C,8.64,Weak,Soft,Weakening,2,N/A,unch,N/A,-49.29%,0.00%,0.00%,70.77%
FAST,Fastenal Company,34.92,Average,Weak,Weakest,3.18,-3.12%,5.71%,-2.70%,57.11%,72.62%,66.27%,42.86%
MMC,Marsh & Mclennan Companies,95.76,Soft,Weak,Weakest,3.67,11.59%,4.42%,4.83%,37.09%,73.00%,65.25%,28.58%
CSX,CSX Corp,61,Weak,Weak,Weakest,3.79,6.93%,-2.70%,12.09%,23.64%,69.10%,117.19%,-5.78%
LKQ,LKQ Corp,20.34,Weak,Soft,Weakening,4.7,7.02%,1.56%,1.82%,-27.84%,-18.16%,86.61%,85.55%
NTAP,Netapp Inc,40.95,Weak,Weak,Weakening,3.19,20.25%,10.87%,-2.65%,6.74%,16.69%,84.40%,-2.83%
DOV,Dover Corp,85.97,Weak,Soft,Weakest,4,4.58%,0.65%,10.71%,38.09%,48.33%,30.62%,-7.95%
ZTS,Zoetis Inc Cl A,127.39,Soft,Weak,Weakest,4.14,5.62%,9.76%,11.39%,141.23%,172.84%,131.85%,30.83%
ROL,Rollins Inc,37.98,Soft,Weak,Weakening,3.67,unch,unch,-6.67%,54.60%,130.81%,73.81%,42.78%
AVGO,Broadcom Ltd,258.28,Weak,Weak,Weakest,4.67,2.31%,-2.68%,14.09%,22.15%,122.49%,282.64%,429.33%
MPC,Marathon Petroleum Corp,24.85,Weak,Soft,Weakening,4.42,25.38%,30.08%,-1000.00%,-47.59%,-50.65%,12.53%,26.72%
LNC,Lincoln National Corp,29.01,Weak,Soft,Weakening,3.78,-7.50%,1.72%,2.88%,-54.17%,-48.26%,44.28%,27.33%
NKE,Nike Inc,87.9,Soft,Weak,Weakest,4.38,20.69%,21.13%,-6.06%,60.98%,78.13%,67.11%,40.71%
PFE,Pfizer Inc,36.08,Average,Soft,Weakest,4,19.05%,3.90%,10.39%,9.72%,4.65%,30.53%,4.32%
TROW,T Rowe Price Group,101.15,Weak,Soft,Strengthening,3.55,7.58%,6.28%,14.72%,44.16%,25.34%,80.13%,41.08%
IPG,Interpublic Group of Companies,14.72,Weak,Average,Strengthening,3.6,2.08%,4.55%,83.33%,-38.25%,-30.89%,96.94%,35.61%
DISCK,Discovery Comm Inc,19.74,Weak,Soft,Average,3,N/A,4.82%,-9.76%,-29.49%,-34.88%,100.54%,77.88%
CMCSA,Comcast Corp A,37.21,Weak,Soft,Weakest,4.35,5.33%,4.00%,15.15%,-0.21%,27.70%,112.93%,58.40%
ADM,Archer Daniels Midland,36.34,Weak,Weak,Strengthening,4.25,14.93%,-1.64%,-25.81%,-17.01%,-22.86%,1.25%,-20.38%
USB,U.S. Bancorp,34.25,Weak,Soft,Strengthening,3.18,unch,3.60%,1.87%,-30.59%,-17.97%,41.37%,27.73%
SBUX,Starbucks Corp,75.32,Soft,Weak,Strengthening,3.71,unch,8.33%,7.14%,27.21%,48.73%,112.78%,61.17%
UNM,Unumprovident Corp,15.15,Weak,Soft,Weakening,3.5,-0.73%,1.49%,unch,-65.93%,-53.95%,52.96%,14.17%
ALK,Alaska Air Group,29.23,Weak,Soft,Weakening,4.11,0.38%,2.84%,30.77%,-66.41%,-56.18%,53.59%,63.58%
MAS,Masco Corp,39.05,Soft,Weak,Weakest,4.69,-2.86%,8.64%,-6.38%,16.45%,52.69%,120.59%,-21.29%
BLL,Ball Corp,68.54,Soft,Weak,Weakest,4.18,-4.11%,-1.54%,-2.00%,90.55%,88.30%,30.41%,33.89%
GRMN,Garmin Ltd,80.05,Soft,Weak,Strengthening,3.2,35.11%,16.00%,2.82%,64.38%,77.77%,43.55%,30.89%
PSX,Phillips 66,58.12,Weak,Weak,Weakening,4.6,19.62%,11.85%,17.65%,-22.03%,-27.04%,21.60%,-33.45%
PPG,PPG Industries,91.1,Weak,Weak,Strengthening,3.94,3.73%,1.09%,14.05%,-11.92%,-16.43%,27.46%,-1.39%
CTSH,Cognizant Tech Sol,52.53,Soft,Weak,Weakening,2.84,2.86%,1.08%,-11.65%,-6.98%,-9.91%,64.88%,63.53%
MXIM,Maxim Integrated,51.82,Weak,Weak,Weakest,3.19,6.12%,unch,unch,18.19%,61.96%,50.00%,-5.68%
MCD,McDonald's Corp,181.65,Soft,Weak,Weakest,4.41,-4.09%,-0.49%,-0.58%,39.49%,88.47%,46.27%,-23.19%
ALB,Albemarle Corp,60,Weak,Soft,Strengthening,3.24,2.68%,9.93%,1.65%,-41.51%,4.19%,43.81%,46.77%
NVR,NVR Inc,2846.86,Weak,Soft,Weakening,4,8.36%,17.59%,41.83%,39.44%,116.92%,248.24%,66.24%
QCOM,Qualcomm Inc,74.31,Soft,Weak,Weakest,3.95,unch,3.23%,12.96%,45.09%,11.62%,-37.17%,-8.36%
PFG,Principal Financial Group Inc,29.79,Weak,Soft,Strengthening,3.67,-15.75%,8.57%,8.33%,-51.39%,-40.85%,26.53%,54.83%
DRI,Darden Restaurants,61.79,Weak,Soft,Weakening,4.13,4.67%,1.47%,1.73%,-24.73%,-5.46%,242.35%,35.40%
WFC,Wells Fargo & Company,27.68,Weak,Average,Strengthening,3,-16.96%,-20.00%,12.07%,-46.45%,-48.12%,6.83%,17.59%
RSG,Republic Services,78.29,Weak,Soft,Strengthening,4.08,7.06%,1.28%,1.39%,26.66%,94.71%,70.41%,17.19%
YUM,Yum! Brands,82.07,Soft,Weak,Weakening,3.35,-14.89%,5.68%,2.50%,29.85%,34.32%,14.89%,-57.85%
O,Realty Income Corp,50.87,Weak,Average,Strengthening,4.06,unch,1.23%,2.50%,-15.19%,6.08%,33.98%,59.78%
VFC,V.F. Corp,55.83,Weak,Soft,Weakening,4.13,-3.08%,7.14%,3.45%,2.95%,-21.98%,38.46%,12.75%
IFF,International Flavors & Fragrances,120.55,Soft,Weak,Weakening,3.44,-0.65%,-19.25%,4.67%,-8.08%,8.00%,21.46%,66.42%
HIG,Hartford Financial Services Group,38.64,Weak,Soft,Weakening,4.31,19.05%,19.82%,12.10%,-15.38%,-4.37%,68.15%,11.42%
MCHP,Microchip Technology,77.71,Weak,Weak,Weakest,4.44,-3.08%,unch,8.80%,7.94%,69.74%,171.43%,177.00%
PG,Procter & Gamble Company,120.6,Soft,Weak,Weakest,4.62,3.65%,10.48%,3.77%,40.70%,53.94%,7.11%,-18.51%
EIX,Edison International,60.01,Soft,Weak,Weakening,4.11,-2.61%,37.39%,-28.41%,-23.00%,0.78%,3.52%,-7.95%
PEAK,Healthpeak Properties Inc.,25.39,Weak,Soft,Weakening,4,2.33%,2.33%,2.33%,-19.20%,-38.14%,-95.36%,-11.87%
DRE,Duke Realty Corp,33.76,Soft,Weak,Weakest,4,unch,2.86%,3.13%,25.93%,71.01%,187.80%,-16.39%
WLTW,Willis Towers WT,188.89,Soft,Weak,Weakest,4.07,0.77%,1.14%,-0.33%,52.59%,51.71%,77.63%,137.74%
BAC,Bank of America Corp,22.5,Weak,Soft,Strengthening,3.88,8.82%,10.29%,5.71%,2.51%,48.85%,583.72%,19.34%
WRK,Westrock Company,29.66,Weak,Weak,Weakening,4.2,2.48%,8.82%,26.98%,-42.12%,0.00%,115.14%,224.79%
IP,International Paper Company,30.78,Weak,Soft,Strengthening,3.22,9.00%,13.86%,21.98%,-39.66%,-40.66%,47.67%,-5.25%
FISV,Fiserv Inc,97.24,Weak,Weak,Weakening,4.56,-0.97%,2.50%,2.44%,69.98%,153.89%,136.69%,101.09%
AJG,Arthur J. Gallagher & Company,80.78,Weak,Soft,Strongest,4.27,1.27%,6.56%,1.24%,50.33%,70.40%,52.72%,55.52%
SO,Southern Company,55.53,Weak,Weak,Weakest,3.2,17.54%,11.11%,unch,14.99%,28.08%,11.07%,15.99%
NI,NiSource Inc,25.48,Weak,Weak,Weakest,4.4,-100.00%,unch,6.49%,9.05%,49.63%,-22.81%,-19.50%
ULTA,Ulta Beauty Inc,208.07,Weak,Weak,Weakest,4.24,5.63%,-1.08%,0.65%,-22.89%,37.20%,199.25%,128.24%
INFO,IHS Markit Ltd,64.99,Weak,Weak,Weakest,4,18.00%,1.89%,11.11%,55.31%,158.94%,43.15%,112.26%
CTVA,Corteva Inc,24.63,Weak,Weak,Weakest,3.91,15.22%,91.89%,N/A,0.00%,0.00%,0.00%,0.00%
NOC,Northrop Grumman Corp,343.91,Average,Weak,Weakest,4.36,15.82%,9.05%,10.24%,44.64%,120.24%,137.51%,41.13%
EQIX,Equinix Inc,670.75,Average,Average,Weakest,4.61,11.29%,14.79%,15.31%,72.94%,182.42%,97.04%,127.60%
CB,Chubb Ltd,114.64,Weak,Soft,Weakening,3.67,2.27%,0.78%,2.01%,-12.32%,9.47%,3.27%,78.32%
NEE,Nextera Energy,237.61,Weak,Weak,Weakest,4.14,5.29%,3.07%,9.45%,85.13%,134.42%,57.92%,12.83%
APH,Amphenol Corp,81.25,Soft,Weak,Weakest,4,9.20%,-1.08%,1.14%,19.51%,49.94%,66.96%,53.88%
EXC,Exelon Corp,37.07,Weak,Soft,Weakest,4.08,4.55%,-4.76%,unch,9.73%,12.86%,34.73%,25.55%
VMC,Vulcan Materials Company,108,Weak,Weak,Weakest,3.94,-1.18%,2.07%,39.39%,-7.39%,34.22%,400.00%,64.62%
HPE,Hewlett Packard Enterprise Comp,9.36,Weak,Soft,Strongest,3.44,6.52%,12.50%,16.67%,-30.95%,0.00%,0.00%,-47.15%
JCI,Johnson Controls Intl,28.47,Weak,Soft,Weakest,3.5,2.63%,3.17%,6.67%,-29.73%,-26.22%,-5.77%,131.80%
ADS,Alliance Data Systems Corp,36.49,Weak,Soft,Strengthening,3.64,-1.38%,-10.29%,-5.59%,-85.41%,-87.69%,35.01%,5.25%
PWR,Quanta Services,33.64,Soft,Weak,Weakening,5,9.28%,-68.42%,12.66%,-0.29%,19.23%,62.23%,54.27%
JPM,JP Morgan Chase & Company,91.71,Weak,Soft,Weakening,3.4,10.78%,9.84%,3.60%,12.61%,52.04%,98.11%,39.49%
GILD,Gilead Sciences Inc,81.26,Strong,Strong,Strengthening,3.8,-0.60%,2.38%,9.15%,27.39%,-19.00%,-22.38%,-9.81%
ECL,Ecolab Inc,172.96,Soft,Weak,Weakest,3.53,-0.58%,0.71%,0.98%,41.64%,54.64%,39.23%,4.38%
UNH,Unitedhealth Group Inc,282.14,Average,Soft,Weakest,4.61,3.45%,3.47%,4.05%,69.76%,144.81%,165.09%,85.60%
EVRG,Evergy Inc,59.12,Weak,Weak,Weakest,3.67,-1.26%,-3.33%,10.00%,18.57%,57.41%,20.42%,97.86%
VRSK,Verisk Analytics Inc,149.32,Soft,Weak,Weakest,3.69,-0.88%,-0.90%,-0.96%,88.35%,111.60%,82.50%,49.26%
AAP,Advance Auto Parts Inc,115.4,Soft,Weak,Weakest,3.82,1.45%,-9.91%,4.24%,-19.05%,-20.02%,5.13%,-1.37%
SEE,Sealed Air Corp,28.64,Weak,Weak,Weakening,3.89,1.59%,25.00%,3.51%,-32.57%,-34.06%,51.61%,-38.18%
D,Dominion Resources,79.11,Soft,Weak,Weakest,3.4,1.72%,2.67%,-1.79%,5.12%,10.84%,23.62%,33.26%
HFC,Hollyfrontier Corp,26.22,Weak,Weak,Strengthening,3.55,17.48%,30.54%,50.00%,-3.08%,-32.04%,83.52%,-11.52%
CDW,CDW Corp,105.6,Soft,Weak,Weakest,3.5,12.67%,6.90%,14.95%,88.40%,179.96%,159.48%,49.34%
RE,Everest Re Group,190.52,Weak,Average,Strengthening,3.56,63.77%,17.87%,9.68%,-15.99%,7.71%,-13.64%,42.15%
WU,Western Union Company,19.33,Weak,Soft,Strengthening,2.62,4.26%,-6.25%,-7.14%,0.86%,-3.21%,8.81%,-5.62%
SWKS,Skyworks Solutions,92.53,Weak,Weak,Weakest,4.17,-1.42%,4.13%,3.85%,-6.10%,2.15%,104.66%,47.36%
FOXA,Fox Corp Cl A,26.06,Soft,Weak,Weakening,3.42,18.57%,5.08%,18.75%,0.00%,0.00%,0.00%,0.00%
WRB,W.R. Berkley Corp,55.25,Weak,Soft,Weakest,2.86,27.27%,28.13%,54.10%,25.69%,71.79%,25.73%,10.85%
PH,Parker-Hannifin Corp,134.37,Weak,Soft,Weakening,4.08,4.55%,7.12%,5.32%,-11.33%,13.15%,70.75%,8.36%
KLAC,K L A-Tencor Corp,156.3,Soft,Weak,Weakest,4.38,12.73%,4.09%,10.43%,63.88%,173.75%,138.31%,55.97%
AIG,American International Group,23.75,Weak,Soft,Strengthening,4.08,-43.43%,22.22%,47.66%,-58.57%,-57.01%,0.22%,-22.76%
L,Loews Corp,34.97,Weak,Soft,Strengthening,0,-1.33%,9.33%,32.29%,-21.35%,-13.17%,38.91%,4.23%
IQV,Iqvia Holdings Inc,127.51,Soft,Weak,Weakest,4.71,3.47%,0.72%,1.42%,59.96%,90.43%,120.00%,103.08%
SNA,Snap-On Inc,114.66,Weak,Soft,Strengthening,3.88,0.68%,0.31%,3.44%,-32.46%,-23.13%,71.71%,13.80%
DLTR,Dollar Tree Inc,79.19,Weak,Weak,Weakest,3.65,-3.57%,-4.17%,-0.87%,3.71%,0.73%,52.56%,174.47%
TRV,The Travelers Companies Inc,101.78,Weak,Soft,Weakening,3,-39.92%,-11.01%,2.54%,-11.78%,1.08%,-9.00%,16.27%
V,Visa Inc,164.22,Weak,Soft,Weakening,4.71,2.80%,3.01%,5.65%,86.00%,151.24%,139.65%,80.89%
MA,Mastercard Inc,251.73,Weak,Soft,Weakening,4.62,6.97%,3.85%,7.23%,127.51%,186.56%,146.67%,78.22%
C,Citigroup Inc,44.01,Weak,Soft,Strengthening,4.62,4.40%,1.02%,2.81%,-21.26%,-14.08%,112.32%,14.22%
KO,Coca-Cola Company,46.53,Weak,Soft,Weakest,4.13,unch,1.61%,4.35%,11.59%,17.53%,3.43%,-18.98%
AME,Amtek Inc,77.75,Weak,Weak,Weakening,4.64,4.95%,1.94%,3.09%,46.44%,53.47%,73.14%,28.26%
AES,The Aes Corp,12.7,Weak,Soft,Strengthening,4.83,20.00%,-3.70%,-6.67%,15.29%,-2.53%,4.62%,-40.58%
VAR,Varian Medical Systems,112.04,Soft,Weak,Strengthening,4,unch,15.79%,-9.48%,30.06%,21.20%,11.84%,5.75%
MRO,Marathon Oil Corp,4.21,Weak,Soft,Weakening,3.14,250.00%,109.09%,416.67%,-71.31%,-85.66%,-55.88%,-53.32%
APD,Air Products and Chemicals,214.37,Soft,Weak,Weakest,4.26,-0.87%,1.40%,2.13%,61.33%,47.61%,42.04%,-14.56%
FLIR,Flir Systems Inc,38.97,Soft,Weak,Strongest,3.83,1.72%,1.82%,10.42%,-6.10%,11.86%,50.68%,23.28%
Downloaded from Barchart.com as of 04-20-2020 03:43pm CDT,,,,,,,,,,,,,
