Symbol,Last,1M Chg,5D Chg,Earnings ttm,P/E ttm,5Y Return,5Y Rev%,Industry,Sector,Market Cap,Billions,Dividend(a),52W Low,52W Low Date,52W High,Low,High,Fair Value,Verdict,Delta,Potential Profit
IEX,146.09,-0.15,7.98,5.79,23.92,90.88%,16.15%,Machinery - General Industrial,Industrial Products,10975366000.00,10.98,2,104.56,3/18/2020,178.14,28.42768157,17.99146739,138.4968,Overvalued,-7.59,-5.48
IFF,114.02,-8.71,11.94,5.86,16.88,-6.26%,66.42%,Consumer Prdts - Misc Staple,Consumer Staples,11641418000.00,11.64,3,92.14,3/23/2020,152.95,19.18961586,25.45276234,98.9168,Overvalued,-15.10,-15.27
ILMN,280.64,6.22,7.52,6.58,40.05,45.43%,90.34%,Medical - Biomedical,Medical,40867472000.00,40.87,0,196.78,3/18/2020,380.76,29.88169897,26.29477886,263.529,Overvalued,-17.11,-6.49
INCY,86.66,10.62,13.43,2.15,36.55,-16.28%,322.04%,Medical - Biomedical,Medical,18449806000.00,18.45,0,62.48,3/23/2020,96.79,27.90214632,10.46595723,78.5825,Overvalued,-8.08,-10.28
INFO,63.57,-5.75,3.57,2.23,27.61,147.68%,112.26%,Business Information,Business Services,27399236000.00,27.40,0.68,44.81,3/23/2020,81.65,29.51077552,22.14329455,61.5703,Overvalued,-2.00,-3.25
INTC,58.4,2.63,4.28,4.89,11.07,79.95%,28.81%,Semi General,Computers and Technology,249905104000.00,249.91,1.32,42.86,5/23/2019,69.29,26.60958904,15.71655362,54.1323,Overvalued,-4.27,-7.88
INTU,239.76,-36.42,9.76,5.89,37.08,151.22%,50.55%,Computer - Software,Computers and Technology,62548620000.00,62.55,2.12,187.68,3/23/2020,306.89,21.72172172,21.8742872,218.4012,Overvalued,-21.36,-9.78
IP,30.89,-4.82,-0.24,4.44,6.61,-41.67%,-5.25%,Paper & Related Products,Basic Materials,12363418000.00,12.36,2.05,26.38,3/23/2020,47.96,14.60019424,35.59216013,29.3484,Overvalued,-1.54,-5.25
IPG,15.39,-4.65,-0.8,1.94,7,-27.89%,35.61%,Advertising Marketing Services,Business Services,5825117000.00,5.83,1.02,11.63,3/23/2020,25.2,24.43144899,38.92857143,13.58,Overvalued,-1.81,-13.33
IPGP,114.35,-7.12,4.07,4.43,23.19,19.96%,70.76%,Lasers - Systems & Components,Computers and Technology,6046072000.00,6.05,0,98.04,3/16/2020,182.17,14.26322693,37.22896196,102.7317,Overvalued,-11.62,-11.31
IQV,119.68,-16.37,11.82,5.81,17.68,75.65%,103.08%,Technology Services,Business Services,22530590000.00,22.53,0,81.79,3/18/2020,169.14,31.65942513,29.24204801,102.7208,Overvalued,-16.96,-16.51
IR,24.82,-2.97,0.02,0.76,30.91,0.00%,-4.60%,Machinery - General Industrial,Industrial Products,5218542000.00,5.22,0,17.01,3/18/2020,38.96,31.46655923,36.2936345,23.4916,Overvalued,-1.33,-5.65
IRM,24.66,-7.11,0.86,0.85,9.63,-36.80%,36.72%,REIT - Equity Trust Other,Finance,6697965000.00,6.70,2.47,21,4/2/2020,36.65,14.84184915,32.7148704,8.1855,Overvalued,-16.47,-201.26
ISRG,489.99,-65.15,-5.22,11.55,40.04,177.55%,110.09%,Medical Instruments,Medical,58403020000.00,58.40,0,360.5,3/23/2020,619,26.42706994,20.84168013,462.462,Overvalued,-27.53,-5.95
IT,101.16,-19,1.59,3.91,23.48,20.14%,110.01%,Consulting,Business Services,8897625000.00,8.90,0,76.91,3/18/2020,171.77,23.97192566,41.10729464,91.8068,Overvalued,-9.35,-10.19
ITW,152.27,-11.84,10.15,7.73,18.16,57.55%,-2.59%,Machinery - General Industrial,Industrial Products,47957916000.00,47.96,4.28,115.94,3/23/2020,190.85,23.85893479,20.2148284,140.3768,Overvalued,-11.89,-8.47
IVZ,9.14,-3.98,0.06,2.55,3.06,-77.53%,18.85%,Finance - Investment Mgmt,Finance,4062500000.00,4.06,1.24,7.38,3/23/2020,22.18,19.25601751,58.79170424,7.803,Overvalued,-1.34,-17.13
J,81.88,-12.19,2.61,5.27,14.98,75.77%,0.34%,Engineering & R&D Services,Industrial Products,11099031000.00,11.10,0.76,59.29,3/23/2020,104,27.58915486,21.26923077,78.9446,Overvalued,-2.94,-3.72
JBHT,98.45,5.22,6.22,5.21,17.23,7.49%,48.66%,Transportation - Truck,Transportation,10299685000.00,10.30,1.08,75.29,3/16/2020,122.29,23.52463179,19.49464388,89.7683,Overvalued,-8.68,-9.67
JCI,28.27,-9.89,1.31,2.15,11.85,-35.40%,131.80%,Protection - Safety,Industrial Products,20942528000.00,20.94,1.04,22.77,3/23/2020,44.82,19.45525292,36.9254797,25.4775,Overvalued,-2.79,-10.96
JKHY,167.18,5.74,11.94,3.66,42.68,150.92%,28.32%,Electronic Misc Services,Computers and Technology,12838325000.00,12.84,1.72,123.64,3/23/2020,174.93,26.04378514,4.430343566,156.2088,Overvalued,-10.97,-7.02
JNJ,137.48,-4.55,6.35,8.68,15.46,40.35%,10.40%,Large Cap Pharma,Medical,368456544000.00,368.46,3.8,109.16,3/23/2020,154.5,20.59935991,11.01618123,134.1928,Overvalued,-3.29,-2.45
JNPR,21.83,0.45,2.69,1.24,16.22,-10.07%,-3.93%,Wireless Equipment,Computers and Technology,7053447000.00,7.05,0.8,15.2,3/16/2020,28.77,30.37104902,24.12234967,20.1128,Overvalued,-1.72,-8.54
JPM,90.64,-17.44,0.61,10.49,8.01,42.36%,39.49%,Banks - Major Regional,Finance,274997984000.00,275.00,3.6,76.91,3/19/2020,141.1,15.1478376,35.76187101,84.0249,Overvalued,-6.62,-7.87
JWN,18.04,-11,2.7,3.36,3.88,-78.80%,14.94%,Retail - Apparel & Shoes,Retail-Wholesale,2532805000.00,2.53,0,12.27,4/3/2020,46.03,31.98447894,60.80816859,13.0368,Overvalued,-5.00,-38.38
K,62.55,-0.64,2.56,3.94,16.14,-1.37%,-6.87%,Food - Misc & Diversified,Consumer Staples,21752110000.00,21.75,2.28,51.34,5/31/2019,71.05,17.92166267,11.96340605,63.5916,Undervalued,1.04,1.64
KEY,10.45,-4.42,0.08,1.8,5.04,-29.38%,76.83%,Banks - Major Regional,Finance,9650405000.00,9.65,0.74,7.45,3/19/2020,20.52,28.70813397,49.07407407,9.072,Overvalued,-1.38,-15.19
KEYS,89.21,-6.8,5.53,4.61,17.9,156.59%,46.71%,Electronics - Measuring Inst,Computers and Technology,17002350000.00,17.00,0,71.03,5/29/2019,110,20.37888129,18.9,82.519,Overvalued,-6.69,-8.11
KHC,26.61,0.58,1.87,2.19,0,-70.13%,37.20%,Food - Misc & Diversified,Consumer Staples,31655722000.00,31.66,1.6,19.99,3/16/2020,33.78,24.87786546,21.22557726,0,Overvalued,-26.61,#DIV/0!
KIM,9.15,-8.18,-0.52,0.8,5.29,-65.77%,16.60%,REIT - Equity Trust Retail,Finance,3745528000.00,3.75,1.12,7.45,4/2/2020,21.86,18.57923497,58.14272644,4.232,Overvalued,-4.92,-116.21
KLAC,147.27,-8.41,3.53,8.72,14.67,156.08%,55.97%,Electronics Products - Misc,Computers and Technology,23280642000.00,23.28,3.4,101.34,6/3/2019,184.5,31.18761459,20.17886179,127.9224,Overvalued,-19.35,-15.12
KMB,131.39,-15.07,3.52,6.88,18.88,24.70%,-6.46%,Consumer Prdts - Misc Staple,Consumer Staples,45465396000.00,45.47,4.28,110.66,3/24/2020,149.23,15.77745643,11.9547008,129.8944,Overvalued,-1.50,-1.15
KMI,14.2,-5.13,0.28,0.95,14.12,-68.13%,-18.59%,Oil - Production & Pipeline,Oils-Energy,31688230000.00,31.69,1,9.42,3/19/2020,22.58,33.66197183,37.11248893,13.414,Overvalued,-0.79,-5.86
KMX,58.01,-26.99,4.18,5.33,9.12,-22.89%,42.41%,Retail - Wholesale Auto Parts,Retail-Wholesale,8896313000.00,8.90,0,37.59,3/18/2020,103.18,35.20082744,43.77786393,48.6096,Overvalued,-9.40,-19.34
KO,46.51,-8.75,2.26,2.11,20.77,15.81%,-18.98%,Beverages - Soft,Consumer Staples,200227168000.00,200.23,1.64,36.27,3/23/2020,60.13,22.01677059,22.650923,43.8247,Overvalued,-2.69,-6.13
KR,31.86,-0.18,1.74,2.2,14.68,-9.16%,12.74%,Retail - Supermarket,Retail-Wholesale,26123154000.00,26.12,0.64,20.7,7/23/2019,36.84,35.02824859,13.51791531,32.296,Undervalued,0.44,1.35
KSS,17.01,-17.64,2.42,4.89,2.35,-81.00%,5.00%,Retail - Regional Dept Stores,Retail-Wholesale,2196731000.00,2.20,2.82,10.89,4/3/2020,75.91,35.97883598,77.59188513,11.4915,Overvalued,-5.52,-48.02
KSU,138.1,-8.98,10.92,6.94,17.72,28.73%,11.21%,Transportation - Rail,Transportation,12933271000.00,12.93,1.6,92.86,3/18/2020,178.59,32.75887038,22.67204211,122.9768,Overvalued,-15.12,-12.30
L,36.27,-7.91,1.44,3.56,9.19,-14.67%,4.23%,Insurance - Multi Line,Finance,10273389000.00,10.27,0.25,28.52,3/23/2020,56.88,21.36752137,36.23417722,32.7164,Overvalued,-3.55,-10.86
LB,13.24,-9.01,1.68,2.28,4.97,-85.97%,12.75%,Retail - Apparel & Shoes,Retail-Wholesale,3470489000.00,3.47,1.2,8,3/17/2020,28.01,39.57703927,52.73116744,11.3316,Overvalued,-1.91,-16.84
LDOS,92.6,-13.08,0.95,5.16,17.04,131.83%,119.12%,Aerospace - Defense,Aerospace,13459862000.00,13.46,1.36,63.63,4/10/2019,125.84,31.28509719,26.4144946,87.9264,Overvalued,-4.67,-5.32
LEG,26.56,-11.2,-0.12,2.57,8.84,-41.81%,25.65%,Furniture,Consumer Discretionary,3347030000.00,3.35,1.6,22.03,3/23/2020,55.42,17.05572289,52.07506315,22.7188,Overvalued,-3.84,-16.91
LEN,39.26,-23.29,1.06,6.29,5.31,-19.27%,186.12%,Building - Residential & Comm,Construction,12387951000.00,12.39,0.5,25.42,3/18/2020,71.38,35.25216505,44.99859905,33.3999,Overvalued,-5.86,-17.55
LH,133.45,-46.26,7.06,11.31,10.02,1.61%,92.21%,Medical - Dental Suppliers,Medical,12299694000.00,12.30,0,98.02,3/19/2020,196.36,26.54926939,32.0380933,113.3262,Overvalued,-20.12,-17.76
LHX,179.9,-20.03,-0.22,9.98,17.89,134.25%,152.92%,Aerospace - Defense,Aerospace,39908864000.00,39.91,3.4,142.01,3/23/2020,230.99,21.06170094,22.1178406,178.5422,Overvalued,-1.36,-0.76
LIN,179.94,-9.26,6.94,7.35,22.06,0.00%,130.00%,Oil - Field Services,Oils-Energy,95860560000.00,95.86,0,146.71,3/16/2020,227.85,18.46726687,21.02699144,162.141,Overvalued,-17.80,-10.98
LKQ,20.94,-6.58,0.43,2.36,7.35,-20.46%,85.55%,Auto - Truck Replacement Parts,Auto-Tires-Trucks,6161389000.00,6.16,0,13.31,3/23/2020,36.63,36.43744031,42.83374283,17.346,Overvalued,-3.59,-20.72
LLY,141.88,0.42,3.16,6.04,23.12,95.40%,13.78%,Large Cap Pharma,Medical,135526160000.00,135.53,2.96,101.36,10/23/2019,147.87,28.55934593,4.050855481,139.6448,Overvalued,-2.24,-1.60
LMT,355.28,-27.19,16.33,21.94,15.98,88.87%,31.17%,Aerospace - Defense,Aerospace,103656304000.00,103.66,9.6,266.11,3/23/2020,442.53,25.09851385,19.71617743,350.6012,Overvalued,-4.68,-1.33
LNC,29.42,-8.7,3.1,9.13,2.57,-52.47%,27.33%,Insurance - Life,Finance,5273090000.00,5.27,1.6,16.11,3/23/2020,67.52,45.24133243,56.42772512,23.4641,Overvalued,-5.96,-25.38
LNT,48.03,-9.46,-0.26,2.31,19.55,53.92%,8.88%,Utility - Electric Power,Utilities,11719833000.00,11.72,1.52,37.66,3/23/2020,60.28,21.5906725,20.32183145,45.1605,Overvalued,-2.87,-6.35
LOW,90.96,-14.35,4.91,5.72,14.37,22.36%,28.32%,Building Prds Retail - Wsale,Retail-Wholesale,68039984000.00,68.04,2.2,60,3/19/2020,126.73,34.03693931,28.225361,82.1964,Overvalued,-8.76,-10.66
LRCX,256.22,-38.19,16.22,14.51,15.03,254.87%,109.53%,Semi-Eqpt Wafer Fabrication,Computers and Technology,36496164000.00,36.50,4.6,171.04,6/3/2019,344.32,33.24486769,25.58666357,218.0853,Overvalued,-38.13,-17.49
LUV,32.77,-12.96,-2.84,4.28,7.14,-26.54%,20.55%,Transportation - Airline,Transportation,15880988000.00,15.88,0.72,29.15,3/18/2020,58.83,11.04668904,44.29712732,30.5592,Overvalued,-2.21,-7.23
LVS,42.7,-12.16,0.23,3.26,11.63,-26.21%,-5.79%,Gaming,Consumer Discretionary,31081980000.00,31.08,3.16,33.3,3/18/2020,74.29,22.01405152,42.52254678,37.9138,Overvalued,-4.79,-12.62
LW,55.1,-28.27,-2,3.25,15.45,0.00%,33.44%,Food - Misc & Diversified,Consumer Staples,7570487000.00,7.57,0.92,39.06,3/18/2020,96.32,29.1107078,42.7948505,50.2125,Overvalued,-4.89,-9.73
LYB,51.65,-20.34,2.02,9.58,4.81,-47.85%,-23.86%,Chemical - Diversified,Basic Materials,16637723000.00,16.64,4.2,33.71,3/16/2020,98.91,34.73378509,47.78081084,46.0798,Overvalued,-5.57,-12.09
LYV,37.85,-15.15,-7.61,-0.07,0,34.28%,68.17%,Leisure & Recreation Services,Consumer Discretionary,7403465000.00,7.40,0,21.7,3/18/2020,76.6,42.66842801,50.58746736,0,Overvalued,-37.85,#DIV/0!
MA,259.08,-27.93,17.52,7.78,30.47,205.92%,78.22%,Financial Transaction Services,Business Services,267298416000.00,267.30,1.6,199.99,3/23/2020,347.25,22.80762699,25.39092873,237.0566,Overvalued,-22.02,-9.29
MAA,103.79,-39.51,0.76,2.87,14.83,40.45%,65.88%,REIT - Equity Trust Resident,Finance,12030451000.00,12.03,4,82,3/23/2020,148.88,20.99431544,30.28613649,42.5621,Overvalued,-61.23,-143.86
MAR,73.82,-36.84,-0.99,6.01,9.83,-9.08%,52.02%,Hotels & Motels,Consumer Discretionary,22886336000.00,22.89,1.92,46.56,3/18/2020,153.39,36.92766188,51.87430732,59.0783,Overvalued,-14.74,-24.95
MAS,37.41,-4.69,2.84,2.54,12.76,37.93%,-21.29%,Building & Construction - Misc,Construction,9331652000.00,9.33,0.54,27.04,3/23/2020,50.06,27.719861,25.26967639,32.4104,Overvalued,-5.00,-15.43
MCD,175.59,-23.27,10.24,7.85,20.42,86.59%,-23.19%,Retail - Restaurants,Retail-Wholesale,131973936000.00,131.97,5,124.23,3/18/2020,221.93,29.24995729,20.8804578,160.297,Overvalued,-15.29,-9.54
MCHP,73.34,-13.62,5.54,5.05,12.68,50.37%,177.00%,Semi Analog & Mixed,Computers and Technology,17721022000.00,17.72,1.47,53.15,3/19/2020,112.47,27.52931552,34.79149996,64.034,Overvalued,-9.31,-14.53
MCK,132.08,-9.41,-3.18,14.41,8.71,-40.71%,55.74%,Medical - Dental Suppliers,Medical,23920934000.00,23.92,1.64,111.71,4/17/2019,172.18,15.42247123,23.28958067,125.5111,Overvalued,-6.57,-5.23
MCO,228.71,-9.76,17.21,8.29,25.19,119.50%,44.83%,Finance - Misc Services,Finance,42900584000.00,42.90,2.24,164.19,3/23/2020,287.25,28.21039745,20.3794604,208.8251,Overvalued,-19.88,-9.52
MDLZ,51.8,-3.86,1.72,2.47,20.56,40.74%,-24.46%,Food - Misc & Diversified,Consumer Staples,74556024000.00,74.56,1.14,41.19,3/23/2020,59.96,20.48262548,13.60907272,50.7832,Overvalued,-1.02,-2.00
MDT,94.46,-4.6,4.28,5.55,15.54,23.01%,79.69%,Medical Products,Medical,126096216000.00,126.10,2.16,72.13,3/18/2020,122.15,23.63963582,22.66884977,86.247,Overvalued,-8.21,-9.52
MET,31.58,-7.6,1.01,6.11,4.54,-32.07%,-5.04%,Insurance - Multi Line,Finance,28051810000.00,28.05,1.76,22.85,3/23/2020,53.28,27.64407853,40.72822823,27.7394,Overvalued,-3.84,-13.85
MGM,13.63,-6.76,1.83,0.74,14.3,-39.76%,27.95%,Gaming,Consumer Discretionary,6360641000.00,6.36,0.6,5.9,3/18/2020,34.63,56.7131328,60.64106266,10.582,Overvalued,-3.05,-28.80
MHK,81.18,-37.39,4.94,10.02,6.19,-58.58%,27.77%,Textile - Home Furnishings,Consumer Discretionary,5257214000.00,5.26,0,56.62,3/23/2020,156.6,30.25375708,48.16091954,62.0238,Overvalued,-19.16,-30.89
MKC,150.3,-0.34,9.09,5.31,27.66,98.78%,26.02%,Food - Misc & Diversified,Consumer Staples,20204104000.00,20.20,2.48,112.22,3/23/2020,174.58,25.33599468,13.90766411,146.8746,Overvalued,-3.43,-2.33
MKTX,381.5,19.14,48.93,5.4,71.72,357.03%,94.60%,Securities Exchanges,Finance,15132016000.00,15.13,2.4,251.69,4/8/2019,421.45,34.02621232,9.479179025,387.288,Undervalued,5.79,1.49
MLM,185.42,-53.33,-3.81,9.74,17.4,26.18%,60.22%,Building - CMT & CNT & AG,Construction,11006736000.00,11.01,2.2,135.08,3/18/2020,281.82,27.14917485,34.20623093,169.476,Overvalued,-15.94,-9.41
MMC,87.4,-18.27,0.94,4.66,17.15,55.42%,28.58%,Insurance - Brokers,Finance,44005416000.00,44.01,1.82,74.33,3/23/2020,119.88,14.95423341,27.09376043,79.919,Overvalued,-7.48,-9.36
MMM,144.6,-9.05,8.09,8.96,14.93,-12.99%,0.99%,Conglomerates - Div Operations,Conglomerates,80909680000.00,80.91,5.88,114.04,3/23/2020,219.75,21.13416321,34.19795222,133.7728,Overvalued,-10.83,-8.09
MNST,58.41,-7.78,2.15,2.03,26.71,27.25%,70.43%,Beverages - Soft,Consumer Staples,31177550000.00,31.18,0,50.06,3/20/2020,70.52,14.29549735,17.17243335,54.2213,Overvalued,-4.19,-7.73
MO,38.48,-3.67,-0.19,4.1,9.12,-27.96%,2.40%,Tobacco,Consumer Staples,69279920000.00,69.28,3.36,30.95,3/23/2020,57.11,19.56860707,32.62125722,37.392,Overvalued,-1.09,-2.91
MOS,11.67,-2.63,0.85,0.16,62.13,-75.00%,-1.65%,Fertilizers,Basic Materials,4291396000.00,4.29,0.2,6.5,3/18/2020,27.94,44.30162811,58.23192555,9.9408,Overvalued,-1.73,-17.39
MPC,22.51,-16.64,-1.11,4.83,4.15,-53.22%,26.72%,Oil - Refining and Marketing,Oils-Energy,14997048000.00,15.00,2.32,15.26,3/19/2020,69.65,32.2079076,67.68126346,20.0445,Overvalued,-2.47,-12.30
MRK,78.56,-3.64,1.62,5.19,14.69,41.19%,10.90%,Large Cap Pharma,Medical,203687760000.00,203.69,2.44,65.25,3/23/2020,92.64,16.94246436,15.19861831,76.2411,Overvalued,-2.32,-3.04
MRO,3.68,-3.15,0.39,0.75,4.87,-88.14%,-53.32%,Oil - US Integrated,Oils-Energy,2880977000.00,2.88,0.2,3.02,4/1/2020,18.93,17.93478261,80.55995774,3.6525,Overvalued,-0.03,-0.75
MS,36.94,-4.9,2.94,4.97,6.81,0.71%,20.84%,Finance - Investment Brokers,Finance,59189204000.00,59.19,1.4,27.2,3/18/2020,57.57,26.36708175,35.8346361,33.8457,Overvalued,-3.09,-9.14
MSCI,286.08,0.24,-2.88,6.44,42.02,396.78%,56.30%,Business Software Services,Computers and Technology,25716184000.00,25.72,2.72,206.82,8/5/2019,335.43,27.70553691,14.71245864,270.6088,Overvalued,-15.47,-5.72
MSFT,163.49,1.92,5.78,5.4,28.49,297.09%,44.93%,Computer - Software,Computers and Technology,1257051392000.00,1257.05,2.04,118.58,4/9/2019,190.7,27.46957,14.26848453,153.846,Overvalued,-9.64,-6.27
MSI,142.44,-33.48,9.52,7.43,17.04,132.20%,34.11%,Wireless Equipment,Computers and Technology,24171816000.00,24.17,2.56,120.77,3/23/2020,187.49,15.2134232,24.02794816,126.6072,Overvalued,-15.83,-12.51
MTB,103.62,-21.51,0.19,13.79,6.65,-14.92%,46.56%,Banks - Major Regional,Finance,13357664000.00,13.36,4.4,87.64,3/23/2020,174.93,15.42173326,40.76487738,91.7035,Overvalued,-11.92,-12.99
MTD,709.49,-6.06,18.98,22.81,27.64,119.19%,21.02%,Industrial Scientific,Computers and Technology,16849050000.00,16.85,0,579.4,3/23/2020,873.51,18.33570593,18.77711761,630.4684,Overvalued,-79.02,-12.53
MU,46.54,-4.93,4.48,2.31,17.84,65.49%,43.09%,Semi Memory,Computers and Technology,51572064000.00,51.57,0,31.13,3/18/2020,61.19,33.11130211,23.94182056,41.2104,Overvalued,-5.33,-12.93
MXIM,51.77,-3.01,3.16,2.17,22.41,54.63%,-5.68%,Semi Analog & Mixed,Computers and Technology,14404498000.00,14.40,1.92,41.93,3/17/2020,65.73,19.007147,21.23839951,48.6297,Overvalued,-3.14,-6.46
MYL,14.37,-1.03,-0.54,4.42,3.11,-79.89%,48.98%,Medical - Generic Drugs,Medical,7247125000.00,7.25,0,12.75,3/16/2020,28.45,11.27348643,49.49033392,13.7462,Overvalued,-0.62,-4.54
NBL,6.78,-6.54,0.74,-0.34,0,-87.20%,-13.00%,Oil - US Exploration & Product,Oils-Energy,3235217000.00,3.24,0.48,2.73,3/18/2020,28.4,59.73451327,76.12676056,0,Overvalued,-6.78,#DIV/0!
NCLH,11.01,-16.09,0.05,5.09,1.66,-80.83%,106.74%,Leisure & Recreation Services,Consumer Discretionary,2134162000.00,2.13,0,7.03,3/18/2020,59.78,36.1489555,81.58246905,8.4494,Overvalued,-2.56,-30.31
NDAQ,100.94,-9.56,5.99,5,19.04,108.73%,21.77%,Securities Exchanges,Finance,16763568000.00,16.76,1.88,71.66,3/23/2020,120.23,29.00733109,16.04424852,95.2,Overvalued,-5.74,-6.03
NEE,228.49,-43.33,-12.13,8.38,26.45,127.35%,12.83%,Utility - Electric Power,Utilities,114667416000.00,114.67,5.6,174.8,3/23/2020,283.35,23.49774607,19.36121405,221.651,Overvalued,-6.84,-3.09
NEM,49.96,-2.39,4.68,1.31,35.99,112.60%,33.57%,Mining - Misc,Basic Materials,40478260000.00,40.48,0.56,29.77,5/10/2019,52.49,40.41232986,4.819965708,47.1469,Overvalued,-2.81,-5.97
NFLX,372.28,3.31,-3.22,4.13,87.59,365.35%,266.17%,Broadcast - Radio & TV,Consumer Discretionary,166729104000.00,166.73,0,252.28,9/24/2019,393.52,32.23380251,5.397438504,361.7467,Overvalued,-10.53,-2.91
NI,24.11,-5.35,-0.86,1.32,17.04,44.80%,-19.50%,Utility - Electric Power,Utilities,9384556000.00,9.38,0.84,19.56,3/16/2020,30.67,18.87183741,21.38897946,22.4928,Overvalued,-1.62,-7.19
NKE,84.16,-4.2,1.42,2.96,26.64,71.75%,40.71%,Shoes and Related Apparel,Consumer Staples,131800384000.00,131.80,0.98,60,3/18/2020,105.62,28.70722433,20.31812157,78.8544,Overvalued,-5.31,-6.73
NLOK,18.94,0.26,0.23,0.97,18.86,-21.74%,-29.13%,Protection - Safety,Industrial Products,11389284000.00,11.39,0.5,15.12,3/18/2020,28.7,20.16895459,34.00696864,18.2942,Overvalued,-0.65,-3.53
NLSN,13.43,-2.93,0.89,1.67,7.29,-70.21%,3.34%,Business Information,Business Services,4693380000.00,4.69,0.24,11.62,4/2/2020,27.28,13.47728965,50.76979472,12.1743,Overvalued,-1.26,-10.31
NOC,325.52,-3.44,22.97,21.22,14.78,107.50%,41.13%,Aerospace - Defense,Aerospace,55710800000.00,55.71,5.28,263.31,3/23/2020,385.01,19.11096092,15.45154671,313.6316,Overvalued,-11.89,-3.79
NOV,10.87,-4.81,1.04,-0.72,0,-80.03%,-60.45%,Oil Field Machinery & Equip,Oils-Energy,4206822000.00,4.21,0.2,8,3/18/2020,29.37,26.40294388,62.98944501,0,Overvalued,-10.87,#DIV/0!
NOW,262.35,-54.89,-24.23,0.57,437.84,268.33%,406.98%,IT Services,Computers and Technology,51236512000.00,51.24,0,213.99,10/23/2019,362.95,18.43339051,27.71731643,249.5688,Overvalued,-12.78,-5.12
NRG,27.36,-6.96,0.1,3.46,7.58,9.13%,-38.11%,Utility - Electric Power,Utilities,6824764000.00,6.82,1.2,19.54,3/18/2020,42.8,28.58187135,36.07476636,26.2268,Overvalued,-1.13,-4.32
NSC,153.53,-21.07,7.53,10.34,13.76,53.75%,-2.82%,Transportation - Rail,Transportation,42931516000.00,42.93,3.76,112.62,3/23/2020,219.88,26.64625806,30.1755503,142.2784,Overvalued,-11.25,-7.91
NTAP,39.73,-4.27,-1.96,3.58,10.43,10.09%,-2.83%,Computer - Storage Devices,Computers and Technology,8758609000.00,8.76,1.92,34.66,3/23/2020,78.35,12.76113768,49.29164008,37.3394,Overvalued,-2.39,-6.40
NTRS,82.6,4.96,7.14,6.62,11.64,16.53%,52.80%,Banks - Major Regional,Finance,17028054000.00,17.03,2.8,60.67,3/23/2020,110.48,26.5496368,25.23533671,77.0568,Overvalued,-5.54,-7.19
NUE,37.32,-2.29,1.3,4.23,8.43,-19.18%,7.03%,Steel - Producers,Basic Materials,11290509000.00,11.29,1.61,27.52,3/18/2020,60.7,26.25937835,38.51729819,35.6589,Overvalued,-1.66,-4.66
NVDA,259.03,-7.01,-4.57,4.58,53.26,1109.01%,133.22%,Semi General,Computers and Technology,164391248000.00,164.39,0.64,132.6,6/3/2019,316.32,48.80901826,18.11140617,243.9308,Overvalued,-15.10,-6.19
NVR,2712.71,-1132.52,143.6,221.25,10.68,103.14%,66.24%,Building - Residential & Comm,Construction,9925856000.00,9.93,0,2043.01,3/18/2020,4071.13,24.68748963,33.36714868,2362.95,Overvalued,-349.76,-14.80
NWL,13.1,-0.88,-0.18,1.74,6.89,-66.88%,69.63%,Consumer Prdts - Misc Staple,Consumer Staples,5429270000.00,5.43,0.92,10.44,3/23/2020,20.99,20.30534351,37.58932825,11.9886,Overvalued,-1.11,-9.27
NWS,9,-2.26,0.01,0.33,24.97,-42.03%,17.49%,Movie & TV Production & Dist,Consumer Discretionary,5282620000.00,5.28,0.2,7.88,4/2/2020,15.36,12.44444444,41.40625,8.2401,Overvalued,-0.76,-9.22
NWSA,8.79,-2.23,-0.19,0.33,24.79,-42.72%,17.49%,Movie & TV Production & Dist,Consumer Discretionary,5253207000.00,5.25,0.2,7.9,4/2/2020,15.07,10.12514221,41.67219642,8.1807,Overvalued,-0.61,-7.45
O,49.33,-27.32,-0.53,1.4,13.09,-4.97%,59.78%,REIT - Equity Trust Retail,Finance,16041881000.00,16.04,2.8,38,3/19/2020,84.92,22.96776809,41.91003297,18.326,Overvalued,-31.00,-169.18
ODFL,142.64,10.35,11.38,5.1,24.02,184.79%,47.39%,Transportation - Truck,Transportation,16518864000.00,16.52,0.61,87.25,6/3/2019,151.47,38.83202468,5.829537202,122.502,Overvalued,-20.14,-16.44
OKE,24.28,-36.93,2.47,3.07,7.05,-52.91%,-16.65%,Utility - Gas Distribution,Utilities,9642732000.00,9.64,3.74,12.16,3/18/2020,78.48,49.91762768,69.06218145,21.6435,Overvalued,-2.64,-12.18
OMC,54.26,-11.56,-0.64,6.06,8.18,-30.21%,-2.38%,Advertising Marketing Services,Business Services,11645812000.00,11.65,2.6,46.37,3/23/2020,85.05,14.54109842,36.20223398,49.5708,Overvalued,-4.69,-9.46
ORCL,50.76,3.39,2.43,3.47,14.24,19.74%,3.22%,Computer - Software,Computers and Technology,162378048000.00,162.38,0.96,39.71,3/12/2020,60.5,21.76910954,16.09917355,49.4128,Overvalued,-1.35,-2.73
ORLY,336.27,-31.81,35.22,17.89,16.51,55.77%,40.66%,Retail - Wholesale Auto Parts,Retail-Wholesale,24757840000.00,24.76,0,251.51,3/23/2020,454.31,25.20593571,25.98225881,295.3639,Overvalued,-40.91,-13.85
