Symbol,Last,1M Chg,5D Chg,Earnings ttm,P/E ttm,5Y Return,5Y Rev%,Industry,Sector,Market Cap,,,Billions,Dividend(a),52W Low,52W Low Date,52W High,low,high,fair value,verdict,delta,potential profit
PRU,56.6,9.83,-2.1,11.69,4.48,-29.94%,19.78%,Insurance - Multi Line,Finance,22416090000.00,,,22.41609,4.4,38.62,3/23/2020,106.39,31.76678445,46.79951123,52.3712,Overvalued,-4.2288,-8.074666993
BSX,38.29,9.5,1.46,1.59,22.3,108.78%,45.46%,Medical Products,Medical,53460304000.00,,,53.460304,0,24.1,3/23/2020,46.62,37.05928441,17.86786787,35.457,Overvalued,-2.833,-7.989959669
VIAC,15.8,3.06,-0.76,4.45,3.29,-74.81%,101.45%,Movie & TV Production & Dist,Consumer Discretionary,9697077000.00,,,9.697077,0.96,10.1,3/18/2020,53.71,36.07594937,70.58275926,14.6405,Overvalued,-1.1595,-7.919811482
MDT,103.33,23.12,2.3,5.55,17.24,33.14%,79.69%,Medical Products,Medical,138479360000.00,,,138.47936,2.16,72.13,3/18/2020,122.15,30.1945224,15.40728612,95.682,Overvalued,-7.648,-7.993143956
LEG,28.89,0.78,-0.99,2.57,10.41,-34.80%,25.65%,Furniture,Consumer Discretionary,3820673000.00,,,3.820673,1.6,22.03,3/23/2020,55.42,23.74524057,47.87080476,26.7537,Overvalued,-2.1363,-7.985063748
ZION,29.08,1.03,-1.92,4.34,6.21,5.32%,37.41%,Banks - West,Finance,4769498000.00,,,4.769498,1.36,23.58,3/23/2020,52.48,18.9133425,44.58841463,26.9514,Overvalued,-2.1286,-7.89791996
AES,13.12,1.56,-1.6,1.37,8.88,-2.53%,-40.58%,Utility - Electric Power,Utilities,8712165000.00,,,8.712165,0.57,8.11,3/18/2020,21.23,38.18597561,38.20065944,12.1656,Overvalued,-0.9544,-7.845071349
PXD,76.63,19.1,1.15,8.19,8.68,-55.99%,84.06%,Oil - US Exploration & Product,Oils-Energy,12698740000.00,,,12.69874,1.1,48.62,3/18/2020,178.22,36.55226413,57.00258108,71.0892,Overvalued,-5.5408,-7.794151573
RHI,43.24,1.79,-0.04,3.9,10.36,-24.27%,29.38%,Staffing,Business Services,4961401000.00,,,4.961401,1.36,32.38,3/23/2020,69.08,25.11563367,37.4059062,40.404,Overvalued,-2.836,-7.019107019
GM,22.48,2.16,-1.58,4.82,4.33,-36.84%,-11.99%,Auto - Domestic,Auto-Tires-Trucks,32123964000.00,,,32.123964,1.52,14.32,3/18/2020,41.9,36.29893238,46.34844869,20.8706,Overvalued,-1.6094,-7.71132598
APTV,63.92,15.61,1.69,4.8,12.37,-8.92%,-15.66%,Technology Services,Business Services,16313598000.00,,,16.313598,0.88,29.22,3/18/2020,99.04,54.28660826,35.46042003,59.376,Overvalued,-4.544,-7.65292374
EL,174.26,20.52,9.43,5.97,27.11,111.84%,35.50%,Cosmetics & Toiletries,Consumer Staples,62653264000.00,,,62.653264,1.92,137.01,3/18/2020,220.42,21.37610467,20.94183831,161.8467,Overvalued,-12.4133,-7.669788757
SIVB,173.69,24.32,-12,21.73,7.43,34.89%,141.15%,Banks - West,Finance,8953199000.00,,,8.953199,0,127.39,3/16/2020,270.95,26.6566872,35.89592176,161.4539,Overvalued,-12.2361,-7.578695838
RF,9.52,0.64,-1.49,1.55,5.71,-0.63%,24.88%,Banks - Southeast,Finance,9114382000.00,,,9.114382,0.62,6.94,3/19/2020,17.54,27.10084034,45.72405929,8.8505,Overvalued,-0.6695,-7.564544376
NOV,11.67,2.25,0.07,-0.72,0,-78.47%,-60.45%,Oil Field Machinery & Equip,Oils-Energy,4530563000.00,,,4.530563,0.2,8,3/18/2020,28.62,31.44815767,59.22431866,0,Overvalued,-11.67,#DIV/0!
AXP,87.39,0.81,-7.43,8.19,9.93,12.05%,30.61%,Finance - Misc Services,Finance,70614704000.00,,,70.614704,1.72,67,3/18/2020,138.13,23.33218904,36.73351191,81.3267,Overvalued,-6.0633,-7.455485099
FLS,24.8,2.33,-2.39,2.2,10.5,-56.21%,-19.13%,Machinery - General Industrial,Industrial Products,3226803000.00,,,3.226803,0.8,18.98,3/23/2020,54.16,23.46774194,54.20974889,23.1,Overvalued,-1.7,-7.359307359
LNC,29.66,6.75,-4.63,9.13,3.03,-48.26%,27.33%,Insurance - Life,Finance,5794734000.00,,,5.794734,1.6,16.11,3/23/2020,67.52,45.68442347,56.07227488,27.6639,Overvalued,-1.9961,-7.215540831
LH,148.52,24.09,1.72,11.31,12.25,17.01%,92.21%,Medical - Dental Suppliers,Medical,14421736000.00,,,14.421736,0,98.02,3/19/2020,196.36,34.00215459,24.36341414,138.5475,Overvalued,-9.9725,-7.19789242
XRX,18.12,-1.56,-1.24,4.31,3.92,-42.65%,-53.60%,Office Supply & Forms,Industrial Products,3855737000.00,,,3.855737,1,15.01,3/19/2020,39.47,17.16335541,54.09171523,16.8952,Overvalued,-1.2248,-7.249396278
CTAS,204.16,-4.96,5.42,8.82,21.61,148.58%,51.42%,Uniform & Related,Industrial Products,21242850000.00,,,21.24285,2.55,154.33,3/23/2020,304.81,24.40732759,33.02057019,190.6002,Overvalued,-13.5598,-7.114263259
TJX,49.73,7.22,0.92,2.68,17.33,50.04%,43.46%,Retail - Discount,Retail-Wholesale,59561520000.00,,,59.56152,0.92,32.72,3/23/2020,64.95,34.20470541,23.43341032,46.4444,Overvalued,-3.2856,-7.074265143
APD,221.5,16.4,2.18,8.5,25.04,47.61%,-14.56%,Chemical - Diversified,Basic Materials,48880176000.00,,,48.880176,5.36,167.43,3/16/2020,257.01,24.41083521,13.81658301,212.84,Overvalued,-8.66,-4.068784063
CINF,85.8,0.82,2.22,4.21,19.59,63.24%,60.24%,Insurance - Proprty & Casualty,Finance,13920707000.00,,,13.920707,2.4,65.69,3/23/2020,118.19,23.43822844,27.40502581,82.4739,Overvalued,-3.3261,-4.03291223
CARR,12.89,0.89,-1.37,0,0,0.00%,0.00%,Electronics Products - Misc,Computers and Technology,11901904000.00,,,11.901904,0,11.5,3/24/2020,17.25,10.78355314,25.27536232,0,Overvalued,-12.89,#DIV/0!
PSA,196.48,-1.88,-12.11,7.29,18.08,1.49%,29.67%,REIT - Equity Trust Other,Finance,34336452000.00,,,34.336452,8,155.37,3/23/2020,266.76,20.92324919,26.34577898,131.8032,Overvalued,-64.6768,-49.07073576
IDXX,265.16,49.28,6.58,4.88,53.51,223.27%,61.99%,Medical Instruments,Medical,22628486000.00,,,22.628486,0,168.65,3/23/2020,296.25,36.39689244,10.49451477,261.1288,Overvalued,-4.0312,-1.543759248
BXP,95.5,-10.34,-10.5,3.3,13.42,-30.73%,23.51%,REIT - Equity Trust Other,Finance,14814150000.00,,,14.81415,3.92,77.21,3/23/2020,147.83,19.15183246,35.39876886,44.286,Overvalued,-51.214,-115.64377
FFIV,124.11,30.98,-1.28,7.98,15.33,0.75%,29.47%,Internet - Software,Computers and Technology,7546385000.00,,,7.546385,0,79.78,3/18/2020,168.94,35.7183144,26.5360483,122.3334,Overvalued,-1.7766,-1.452260789
PEP,137.55,9.83,3.92,5.52,24.57,44.53%,0.72%,Beverages - Soft,Consumer Staples,191131920000.00,,,191.13192,3.82,101.42,3/20/2020,147.2,26.26681207,6.555706522,135.6264,Overvalued,-1.9236,-1.41830794
FAST,35.93,1.42,2.31,1.38,25.49,72.62%,42.86%,Building Prds Retail - Wsale,Retail-Wholesale,20638048000.00,,,20.638048,1,26.72,3/23/2020,39.31,25.63317562,8.598321038,35.1762,Overvalued,-0.7538,-2.142926183
WEC,100.34,-2.12,2.12,3.58,27.64,96.32%,50.55%,Utility - Electric Power,Utilities,31650746000.00,,,31.650746,2.53,68.01,3/23/2020,109.53,32.22045047,8.390395325,98.9512,Overvalued,-1.3888,-1.403520119
VZ,58.46,4.15,1.02,4.81,11.99,16.85%,3.77%,Wireless National,Utilities,241782592000.00,,,241.782592,2.46,48.84,3/25/2020,62.22,16.4556962,6.043072967,57.6719,Overvalued,-0.7881,-1.366523385
K,65.02,-4.2,2.28,3.94,16.28,2.02%,-6.87%,Food - Misc & Diversified,Consumer Staples,22269284000.00,,,22.269284,2.28,51.34,5/31/2019,71.05,21.0396801,8.486980999,64.1432,Overvalued,-0.8768,-1.366941468
CTVA,25.51,2.84,-2.42,1.1,0,0.00%,0.00%,Agriculture Operations,Consumer Staples,19114210000.00,,,19.11421,0.52,20.38,3/18/2020,32.78,20.10976088,22.17815741,0,Overvalued,-25.51,#DIV/0!
FLIR,34.15,-0.67,-0.35,2.23,15.11,11.86%,23.28%,Electronics - Military,Aerospace,4591673000.00,,,4.591673,0.68,23.85,3/23/2020,59.44,30.16105417,42.54710633,33.6953,Overvalued,-0.4547,-1.349446362
MMC,98.54,6.64,1.93,4.66,20.86,73.00%,28.58%,Insurance - Brokers,Finance,49673620000.00,,,49.67362,1.82,74.33,3/23/2020,119.88,24.56870306,17.80113447,97.2076,Overvalued,-1.3324,-1.370674721
AZO,991.8,77.88,50.97,65.27,14.99,41.28%,25.21%,Retail - Wholesale Auto Parts,Retail-Wholesale,23160504000.00,,,23.160504,0,684.91,3/23/2020,1274.41,30.94273039,22.17575192,978.3973,Overvalued,-13.4027,-1.369862734
ED,89.56,-4.32,1.62,4.36,20.28,43.30%,-2.67%,Utility - Electric Power,Utilities,29892888000.00,,,29.892888,3.06,62.03,3/23/2020,95.1,30.73916927,5.825446898,88.4208,Overvalued,-1.1392,-1.288384633
JNJ,152.02,15.43,10.79,8.68,16.85,50.40%,10.40%,Large Cap Pharma,Medical,400778240000.00,,,400.77824,3.8,109.16,3/23/2020,154.5,28.19365873,1.605177994,146.258,Overvalued,-5.762,-3.93961356
CVS,63.36,5.36,2.89,7.08,8.84,-37.63%,84.24%,Retail - Drug Stores,Retail-Wholesale,82631584000.00,,,82.631584,2,51.72,5/17/2019,77.03,18.37121212,17.7463326,62.5872,Overvalued,-0.7728,-1.234757267
CHD,73.55,4.86,5.16,2.48,29.29,75.22%,32.15%,Soap and Cleaning Products,Consumer Staples,18076826000.00,,,18.076826,0.96,47.98,3/16/2020,80.99,34.76546567,9.186319299,72.6392,Overvalued,-0.9108,-1.253868435
BIIB,342.55,37.23,21.5,33.64,10.06,-7.42%,48.18%,Medical - Biomedical,Medical,59625620000.00,,,59.62562,0,215.77,9/4/2019,374.99,37.01065538,8.650897357,338.4184,Overvalued,-4.1316,-1.220855604
PNW,79.91,5.08,-2.32,4.78,16.53,25.35%,-0.58%,Utility - Electric Power,Utilities,8988996000.00,,,8.988996,3.13,60.05,3/18/2020,105.51,24.85295958,24.26310302,79.0134,Overvalued,-0.8966,-1.134744233
AAP,118.86,18.61,12,8.2,14.33,-20.02%,-1.37%,Retail - Wholesale Auto Parts,Retail-Wholesale,8211918000.00,,,8.211918,1,71.33,3/23/2020,177.13,39.98822144,32.89674251,117.506,Overvalued,-1.354,-1.152281586
MXIM,53.09,4.93,1.3,2.17,24.19,61.96%,-5.68%,Semi Analog & Mixed,Computers and Technology,14302128000.00,,,14.302128,1.92,41.93,3/17/2020,65.73,21.02090789,19.23018409,52.4923,Overvalued,-0.5977,-1.138643191
MO,40.85,1,-0.06,4.1,9.85,-21.55%,2.40%,Tobacco,Consumer Staples,75914288000.00,,,75.914288,3.36,30.95,3/23/2020,56.31,24.23500612,27.45515894,40.385,Overvalued,-0.465,-1.151417606
DG,182.11,27.58,12.87,6.74,26.73,137.71%,46.77%,Retail - Discount,Retail-Wholesale,45803392000.00,,,45.803392,1.44,116.15,5/15/2019,183.95,36.21986711,1.000271813,180.1602,Overvalued,-1.9498,-1.082259012
TIF,129.15,13.27,1.2,4.6,27.78,48.24%,4.10%,Retail - Jewelry,Retail-Wholesale,15644198000.00,,,15.644198,2.32,78.6,8/28/2019,134.42,39.14053426,3.920547538,127.788,Overvalued,-1.362,-1.065827777
MMM,146.46,12.02,-1.32,8.96,16.17,-7.88%,0.99%,Conglomerates - Div Operations,Conglomerates,84221976000.00,,,84.221976,5.88,114.04,3/23/2020,219.75,22.13573672,33.35153584,144.8832,Overvalued,-1.5768,-1.08832494
DHR,156.53,24.75,10.8,4.7,32.95,87.91%,-10.06%,Conglomerates - Div Operations,Conglomerates,109084976000.00,,,109.084976,0.72,119.6,3/23/2020,169.19,23.59292148,7.482711744,154.865,Overvalued,-1.665,-1.075129952
A,79.55,9.11,1.22,3.17,24.84,87.22%,-26.04%,Electronic Test Equipment,Computers and Technology,24632738000.00,,,24.632738,0.72,61.13,3/16/2020,90.64,23.15524827,12.23521624,78.7428,Overvalued,-0.8072,-1.025109597
AGN,187,15.16,4.8,17.64,10.5,-36.70%,23.17%,Medical - Generic Drugs,Medical,61523376000.00,,,61.523376,2.96,114.27,6/17/2019,202.21,38.89304813,7.521883191,185.22,Overvalued,-1.78,-0.961019328
GOOG,1283.25,163.45,71.8,51.58,24.5,127.10%,145.23%,Internet - Services,Computers and Technology,881958464000.00,,,881.958464,0,1013.54,3/23/2020,1532.11,21.01772842,16.24295906,1263.71,Overvalued,-19.54,-1.546240831
KMB,141.94,-2.13,10.45,6.88,20.31,27.14%,-6.46%,Consumer Prdts - Misc Staple,Consumer Staples,48466832000.00,,,48.466832,4.28,110.66,3/24/2020,149.23,22.03748063,4.885076727,139.7328,Overvalued,-2.2072,-1.579586182
ADI,102.8,7.36,4.01,4.84,21.04,64.40%,109.13%,Semi Analog & Mixed,Computers and Technology,37853016000.00,,,37.853016,2.48,79.07,3/18/2020,127.3,23.08365759,19.24587588,101.8336,Overvalued,-0.9664,-0.948999152
AMGN,234.97,27.17,16.76,14.83,15.57,39.94%,16.44%,Medical - Biomedical,Medical,138106672000.00,,,138.106672,6.4,166.3,5/15/2019,244.99,29.22500745,4.089962856,230.9031,Overvalued,-4.0669,-1.761301602
ES,91.56,4.35,1.46,3.45,26.03,82.06%,10.13%,Utility - Electric Power,Utilities,30245198000.00,,,30.245198,2.27,60.69,3/23/2020,99.42,33.71559633,7.905853953,89.8035,Overvalued,-1.7565,-1.955937129
DVA,78.16,3.03,3.34,5.52,13.89,-6.85%,-10.99%,Medical - Outpatient & Hm Care,Medical,9816896000.00,,,9.816896,0,43.4,5/31/2019,90.15,44.47287615,13.30005546,76.6728,Overvalued,-1.4872,-1.939670913
TXN,113.55,7.4,5.86,5.12,21.76,107.47%,10.26%,Semi General,Computers and Technology,106052976000.00,,,106.052976,3.6,93.09,3/16/2020,135.7,18.01849406,16.32277082,111.4112,Overvalued,-2.1388,-1.919735179
ETFC,39.87,7,-1.89,4.13,9.47,41.53%,55.77%,Finance - Investment Brokers,Finance,8812227000.00,,,8.812227,0.56,25.76,3/18/2020,57.3,35.39001756,30.41884817,39.1111,Overvalued,-0.7589,-1.940369869
ABBV,83.45,10.43,3.7,8.94,9.16,26.31%,66.66%,Large Cap Pharma,Medical,123228352000.00,,,123.228352,4.72,62.55,3/23/2020,97.86,25.04493709,14.72511751,81.8904,Overvalued,-1.5596,-1.904496742
MS,39.09,5.3,-1.99,4.97,8.29,4.63%,20.84%,Finance - Investment Brokers,Finance,61588208000.00,,,61.588208,1.4,27.2,3/18/2020,57.57,30.41698644,32.10005211,41.2013,Undervalued,2.1113,5.124352872
MGM,14.08,4.53,-0.47,0.74,18.68,-36.00%,27.95%,Gaming,Consumer Discretionary,6937090000.00,,,6.93709,0.6,5.9,3/18/2020,34.63,58.09659091,59.34161132,13.8232,Overvalued,-0.2568,-1.857746397
EXR,93.1,6.87,-9.81,3.22,18.69,37.70%,102.18%,REIT - Equity Trust Other,Finance,12066971000.00,,,12.066971,3.6,72.7,3/23/2020,124.46,21.91192266,25.19685039,60.1818,Overvalued,-32.9182,-54.69793193
AMAT,53.2,8.34,3.61,3.22,16.22,144.04%,61.02%,Semi-Eqpt Wafer Fabrication,Computers and Technology,48853828000.00,,,48.853828,0.84,36.64,3/18/2020,69.44,31.12781955,23.38709677,52.2284,Overvalued,-0.9716,-1.86029057
VRSN,209.93,33.74,13.86,5.01,41.14,222.77%,21.93%,Internet Software Services,Computers and Technology,24301706000.00,,,24.301706,0,148.77,3/23/2020,221.78,29.1335207,5.343132834,206.1114,Overvalued,-3.8186,-1.85268743
HPQ,15.52,1.12,-0.45,2.36,6.46,2.66%,-47.28%,Computer - Mini,Computers and Technology,22189938000.00,,,22.189938,0.7,12.54,3/19/2020,23.93,19.20103093,35.1441705,15.2456,Overvalued,-0.2744,-1.799863567
HII,195.96,34.86,3.57,14.02,13.73,40.41%,27.91%,Aerospace - Defense,Aerospace,7980274000.00,,,7.980274,4.12,147.14,3/23/2020,279.71,24.9132476,29.94172536,192.4946,Overvalued,-3.4654,-1.800258293
EQIX,694.95,119.77,8.01,6,29.88,182.42%,127.60%,REIT - Equity Trust Retail,Finance,56197124000.00,,,56.197124,10.64,440.72,4/26/2019,696.79,36.58248795,0.264068084,179.28,Overvalued,-515.67,-287.6338688
BMY,60.6,6.51,1.69,4.67,12.75,-7.90%,64.65%,Large Cap Pharma,Medical,136805104000.00,,,136.805104,1.8,42.48,7/23/2019,68.34,29.9009901,11.32572432,59.5425,Overvalued,-1.0575,-1.776042323
GPC,74.65,-2.2,2.98,5.7,12.89,-18.85%,26.40%,Auto - Truck Replacement Parts,Auto-Tires-Trucks,10852767000.00,,,10.852767,3.16,49.68,3/23/2020,112,33.44943068,33.34821429,73.473,Overvalued,-1.177,-1.601949015
NI,26.38,1.81,-0.2,1.32,19.64,49.63%,-19.50%,Utility - Electric Power,Utilities,10095178000.00,,,10.095178,0.84,19.56,3/16/2020,30.67,25.85291888,13.98761004,25.9248,Overvalued,-0.4552,-1.755847683
GOOGL,1279,160.94,72.43,51.58,24.38,122.95%,145.23%,Internet - Services,Computers and Technology,879037504000.00,,,879.037504,0,1008.87,3/23/2020,1530.74,21.12040657,16.44564067,1257.5204,Overvalued,-21.4796,-1.708091574
BRK.B,191.2,3.6,-2.64,9.78,19.22,34.56%,30.79%,Insurance - Proprty & Casualty,Finance,465762016000.00,,,465.762016,0,159.5,3/23/2020,231.61,16.57949791,17.44743319,187.9716,Overvalued,-3.2284,-1.717493494
ORCL,54.62,7.76,1.44,3.47,15.48,26.79%,3.22%,Computer - Software,Computers and Technology,172248752000.00,,,172.248752,0.96,39.71,3/12/2020,60.5,27.29769315,9.719008264,53.7156,Overvalued,-0.9044,-1.683682208
FB,179.24,29.82,4.05,6.44,27.37,119.85%,467.12%,Internet - Services,Computers and Technology,510914496000.00,,,510.914496,0,137.1,3/18/2020,224.2,23.51037715,20.05352364,176.2628,Overvalued,-2.9772,-1.689068822
EVRG,60.98,3.42,-2.12,2.91,20.6,57.41%,97.86%,Other Alt Energy,Oils-Energy,13821666000.00,,,13.821666,2.02,42.01,3/23/2020,76.57,31.10856018,20.36045449,59.946,Overvalued,-1.034,-1.72488573
TSCO,92.72,22.14,4.49,4.68,19.49,1.91%,46.22%,Retail - Misc & Diversified,Retail-Wholesale,10757838000.00,,,10.757838,1.4,63.89,3/17/2020,114.25,31.09361519,18.84463895,91.2132,Overvalued,-1.5068,-1.651953884
STX,51.47,6.32,0.22,3.97,12.75,-11.78%,-24.29%,Computer - Storage Devices,Computers and Technology,13431405000.00,,,13.431405,2.6,39.02,3/23/2020,64.17,24.18884787,19.79117968,50.6175,Overvalued,-0.8525,-1.684200128
LUV,31.19,-7.06,-5.28,4.28,7.17,-28.28%,20.55%,Transportation - Airline,Transportation,16134463000.00,,,16.134463,0.72,29.15,3/18/2020,58.83,6.540557871,46.98283189,30.6876,Overvalued,-0.5024,-1.637143341
LLY,157.29,14.09,11.56,6.04,25.62,119.74%,13.78%,Large Cap Pharma,Medical,150532512000.00,,,150.532512,2.96,101.36,10/23/2019,157.67,35.55852247,0.241009704,154.7448,Overvalued,-2.5452,-1.644772555
ROL,38.96,0.85,2.94,0.73,52.52,130.81%,42.78%,Building - Maint & Service,Construction,12770192000.00,,,12.770192,0.48,30.72,3/25/2020,43.91,21.14989733,11.27305853,38.3396,Overvalued,-0.6204,-1.618170247
DLTR,81.73,5.28,4.17,4.93,16.31,0.73%,174.47%,Retail - Discount,Retail-Wholesale,19354564000.00,,,19.354564,0,60.2,3/18/2020,119.71,26.34283617,31.72667279,80.4083,Overvalued,-1.3217,-1.643735783
ORLY,373.51,45.97,31.07,17.89,20.55,62.86%,40.66%,Retail - Wholesale Auto Parts,Retail-Wholesale,27733862000.00,,,27.733862,0,251.51,3/23/2020,454.31,32.66311478,17.78521274,367.6395,Overvalued,-5.8705,-1.59680883
MKC,156.89,18.19,2.59,5.31,29.27,106.87%,26.02%,Food - Misc & Diversified,Consumer Staples,20852720000.00,,,20.85272,2.48,112.22,3/23/2020,174.58,28.47217796,10.13289037,155.4237,Overvalued,-1.4663,-0.943421113
AMT,254.06,26.53,-5.54,4.23,32.28,166.53%,84.88%,REIT - Equity Trust Other,Finance,112525968000.00,,,112.525968,4.32,174.32,3/23/2020,260.43,31.3862867,2.445954767,136.5444,Overvalued,-117.5156,-86.0640202
NWL,12.86,-0.4,-1.29,1.74,7.25,-67.48%,69.63%,Consumer Prdts - Misc Staple,Consumer Staples,5446210000.00,,,5.44621,0.92,10.44,3/23/2020,20.99,18.81804044,38.73272987,12.615,Overvalued,-0.245,-1.942132382
HUM,373.59,101.01,31.69,17.84,21.15,104.88%,33.79%,Medical - HMO,Medical,49360204000.00,,,49.360204,2.5,208.25,3/23/2020,384.99,44.25707326,2.961115873,377.316,Undervalued,3.726,0.987501193
BDX,261.4,12.88,13.95,11.63,22.49,81.11%,104.71%,Medical - Dental Suppliers,Medical,70884624000.00,,,70.884624,3.16,197.75,3/23/2020,286.72,24.3496557,8.830915179,261.5587,Undervalued,0.1587,0.060674717
CTXS,150.41,22.95,11.01,4.1,36.72,182.00%,-4.21%,Computer - Software,Computers and Technology,18403868000.00,,,18.403868,1.4,90.28,8/7/2019,151.53,39.97739512,0.739127565,150.552,Undervalued,0.142,0.094319571
WMT,132.12,12.86,10.32,4.94,26.79,65.48%,7.89%,Retail - Supermarket,Retail-Wholesale,374200448000.00,,,374.200448,2.16,98.85,5/9/2019,132.97,25.18165304,0.639241934,132.3426,Undervalued,0.2226,0.168199809
AKAM,105.35,16.92,9.96,3.55,29.81,39.09%,47.34%,Internet - Services,Computers and Technology,17054268000.00,,,17.054268,0,73.19,6/3/2019,107.22,30.52681538,1.744077597,105.8255,Undervalued,0.4755,0.449324596
AMD,56.6,14.72,8.22,0.48,118.65,2360.87%,22.25%,Electronics - Semiconductors,Computers and Technology,66270224000.00,,,66.270224,0,26.03,5/23/2019,59.27,54.01060071,4.504808503,56.952,Undervalued,0.352,0.618064335
CI,194.13,39.04,12.3,17.05,11.46,48.58%,339.84%,Insurance - Multi Line,Finance,72200640000.00,,,72.20064,0.04,118.5,3/18/2020,224.64,38.95842992,13.58173077,195.393,Undervalued,1.263,0.646389584
QRVO,86.27,6.39,3.16,5.39,16.11,23.03%,169.14%,Semi Radio Frequency,Computers and Technology,9980144000.00,,,9.980144,0,58.52,5/23/2019,122.37,32.16645416,29.50069461,86.8329,Undervalued,0.5629,0.648256594
XLNX,89,11.18,5.89,3.53,25.39,107.56%,28.39%,Semi Pro Logic Devices,Computers and Technology,22146494000.00,,,22.146494,1.48,67.68,3/12/2020,141.6,23.95505618,37.14689266,89.6267,Undervalued,0.6267,0.699233599
INTC,60.36,10.28,3.22,4.89,12.43,88.15%,28.81%,Semi General,Computers and Technology,258372368000.00,,,258.372368,1.32,42.86,5/23/2019,69.29,28.9927104,12.88786261,60.7827,Undervalued,0.4227,0.69542814
KEYS,95.84,1.65,3.74,4.61,20.95,173.91%,46.71%,Electronics - Measuring Inst,Computers and Technology,17959936000.00,,,17.959936,0,71.03,5/29/2019,110,25.88689482,12.87272727,96.5795,Undervalued,0.7395,0.765690442
NVDA,292.32,75.05,29.37,4.58,64.35,1226.92%,133.22%,Semi General,Computers and Technology,179041920000.00,,,179.04192,0.64,132.6,6/3/2019,316.32,54.63875205,7.587253414,294.723,Undervalued,2.403,0.815341863
QCOM,76.17,7.31,4.59,2.6,29.56,11.62%,-8.36%,Wireless Equipment,Computers and Technology,87065584000.00,,,87.065584,2.48,58,3/18/2020,96.17,23.85453591,20.79650619,76.856,Undervalued,0.686,0.892578328
NEM,59.23,13.43,1.92,1.31,45.73,137.11%,33.57%,Mining - Misc,Basic Materials,47845284000.00,,,47.845284,0.56,29.77,5/10/2019,61.53,49.73830829,3.738013977,59.9063,Undervalued,0.6763,1.128929679
GIS,60.67,1,3.27,3.34,18.17,7.61%,-5.83%,Food - Misc & Diversified,Consumer Staples,36774452000.00,,,36.774452,1.96,46.59,2/28/2020,60.92,23.20751607,0.410374261,60.6878,Undervalued,0.0178,0.029330442
COST,317.92,10.93,17.91,8.41,38.24,114.64%,35.57%,Retail - Discount,Retail-Wholesale,140387120000.00,,,140.38712,2.6,233.05,5/31/2019,325.26,26.69539507,2.256656213,321.5984,Undervalued,3.6784,1.143786785
AAPL,282.8,29.94,14.81,12.66,22.65,117.07%,42.33%,Computer - Mini,Computers and Technology,1237385728000.00,,,1237.385728,3.08,170.27,6/3/2019,327.85,39.79137199,13.74104011,286.749,Undervalued,3.949,1.377162606
AMZN,2375,567.16,332.24,23.01,104.66,433.59%,215.24%,Internet Commerce,Retail-Wholesale,1182407936000.00,,,1182.407936,0,1626.03,3/16/2020,2461,31.53557895,3.494514425,2408.2266,Undervalued,33.2266,1.379712358
NLOK,20.12,3.48,0.75,0.97,21.05,-18.44%,-29.13%,Protection - Safety,Industrial Products,12079726000.00,,,12.079726,0.5,15.12,3/18/2020,28.7,24.85089463,29.89547038,20.4185,Undervalued,0.2985,1.461909543
ANTM,267.82,29.5,25.36,19.42,14,73.59%,41.07%,Medical - HMO,Medical,67527328000.00,,,67.527328,3.8,171.03,3/23/2020,312.48,36.13994474,14.2921147,271.88,Undervalued,4.06,1.49330587
CPB,50.34,-3.5,2.59,2.48,20.61,9.89%,-1.95%,Food - Misc & Diversified,Consumer Staples,15189843000.00,,,15.189843,1.4,35.27,5/31/2019,57.54,29.93643226,12.51303441,51.1128,Undervalued,0.7728,1.51195004
CLX,193.5,-4.38,9.29,6.37,30.85,77.13%,11.14%,Soap and Cleaning Products,Consumer Staples,24206848000.00,,,24.206848,4.24,144.12,10/2/2019,214.26,25.51937984,9.6891627,196.5145,Undervalued,3.0145,1.533983497
MKTX,429.78,96.78,26.43,5.4,80.83,388.78%,94.60%,Securities Exchanges,Finance,16298117000.00,,,16.298117,2.4,256.61,4/24/2019,449.94,40.2927079,4.480597413,436.482,Undervalued,6.702,1.535458507
ATVI,66.88,10.72,6.42,2.07,32.87,179.37%,47.21%,Toys & Game & Hobby,Consumer Discretionary,51445500000.00,,,51.4455,0.41,41.84,5/24/2019,68.32,37.44019139,2.107728337,68.0409,Undervalued,1.1609,1.706179665
TTWO,124.44,7.97,5.04,2.92,43.43,396.17%,13.52%,Toys & Game & Hobby,Consumer Discretionary,14114483000.00,,,14.114483,0,89.43,4/18/2019,135.7,28.1340405,8.297715549,126.8156,Undervalued,2.3756,1.873271112
CNC,71.29,13.3,4.87,4.42,16.48,93.54%,350.72%,Medical - HMO,Medical,41833756000.00,,,41.833756,0,41.62,10/1/2019,74.7,41.61874036,4.564926372,72.8416,Undervalued,1.5516,2.13010148
EA,115.15,19.74,9.35,4.18,28.25,92.27%,38.46%,Toys & Game & Hobby,Consumer Discretionary,33355962000.00,,,33.355962,0,85.69,3/16/2020,118.69,25.58402084,2.982559609,118.085,Undervalued,2.935,2.485497735
UNH,290.56,46.34,26.43,15.11,19.76,144.81%,85.60%,Medical - HMO,Medical,275617376000.00,,,275.617376,4.32,187.72,3/23/2020,306.71,35.39372247,5.265560301,298.5736,Undervalued,8.0136,2.683961342
